Hotel_Name,Rating,Score,Number_Reviews,Price,Room_Type,City,Country
WOLO Kuala Lumpur,Very Good,8.5,"2,846",80,Copper King without window,Kuala Lumpur,Malaysia
Wyndham Suites KLCC,Very Good,8.2,"2,005",99,Wyndham Executive Suite,Kuala Lumpur,Malaysia
Yu Yan Hotel Chinatown,Excellent,8.6,561,34,Standard Queen Room,Kuala Lumpur,Malaysia
APA Hotel & Resort Tokyo Bay Shiomi,Good,7.8,"2,374",106,Double Room with Small Double Bed - Smoking,Tokyo,Japan
APA Hotel Asakusa Ekimae,Very Good,8.2,"4,993",114,Superior Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Ginza Shintomicho Ekimae,Good,7.3,"1,064",143,Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Hatchobori Ekimae,Very Good,8.4,600,143,Double Room,Tokyo,Japan
APA Hotel Kayabacho Hachobori Ekimae,Very Good,8.3,"1,000",147,Double Room,Tokyo,Japan
APA Hotel Keisei Ueno Ekimae,Good,7.8,"6,143",172,Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Mita Ekimae,Good,7.3,"1,151",122,Double Room - Non-Smoking,Tokyo,Japan
APA Hotel PRIDE Akasaka Kokkaigijidomae,Very Good,8.4,"7,179",142,Standard Double Room (2 Adults) - Non-Smoking,Tokyo,Japan
APA Hotel Shibuya Dogenzakaue,Good,7.5,"2,149",209,Small Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Shimbashi Onarimon,Good,7.6,"1,391",119,Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Shimbashi Toranomon,Good,7.5,"1,675",151,Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Shinagawa Sengakuji Ekimae,Good,7.8,"4,975",116,Standard Double Room - Non-Smoking,Tokyo,Japan
APA Hotel Tsukiji Ekiminami,Good,7.5,936,119,Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Asakusa View Hotel,Very Good,8.3,"2,695",200,Standard Double Room with Skytree Side - Non-Smoking,Tokyo,Japan
Candeo Hotels Tokyo Roppongi,Good,7.9,"2,570",308,Executive Queen Room,Tokyo,Japan
Daiwa Roynet Hotel Ginza PREMIER,Very Good,8.5,"3,645",236,Economy Double Room - Non-Smoking,Tokyo,Japan
Ginza Capital Hotel Akane,Good,7.4,"1,173",120,Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Ginza Capital Hotel Moegi,Very Good,8.3,464,155,Standard Twin Room - Non Smoking,Tokyo,Japan
Ginza Creston,Very Good,8.3,"1,477",278,Double Room - Smoking,Tokyo,Japan
Ginza Grand Hotel,Good,7,"2,545",159,Double Room - Non-Smoking,Tokyo,Japan
GINZA HOTEL by GRANBELL,Very Good,8,"1,084",285,Queen Room - Non-Smoking,Tokyo,Japan
Grand Nikko Tokyo Daiba,Wonderful,9,"5,150",221,Superior Twin Room - Non-Smoking,Tokyo,Japan
Hotel Gracery Ginza,Good,7.8,"1,503",205,Standard Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Hotel Gracery Tokyo Tamachi,Very Good,8.2,"1,634",118,Double Room - Non-Smoking,Tokyo,Japan
Hotel Keihan Tsukiji Ginza Grande,Very Good,8.5,"2,272",216,Casual Double Room - Smoking,Tokyo,Japan
Hotel Metropolitan Tokyo Haneda,Wonderful,9,"2,896",128,Standard Double Room (2 Adults),Tokyo,Japan
Hotel Metropolitan Tokyo Ikebukuro,Excellent,8.6,"2,372",265,Standard Queen Room - Non-Smoking,Tokyo,Japan
Hotel Monte Hermana Tokyo,Very Good,8.5,"2,838",,Standard Twin Room,Tokyo,Japan
Hotel Monterey Akasaka,Very Good,8.3,"1,931",171,Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Hotel Rakuragu,Very Good,8.3,142,154,Standard Queen Room,Tokyo,Japan
HOTEL SUI AKASAKA by ABEST,Very Good,8.4,"1,309",133,Standard Twin Room - Non-Smoking,Tokyo,Japan
Hotel The Celestine Tokyo Shiba,Excellent,8.7,"2,333",222,Moderate Double Room - Non-Smoking,Tokyo,Japan
Hotel Villa Fontaine Grand Tokyo-Roppongi,Very Good,8.4,"1,827",274,Double Room (20sqm) renovated in 2022,Tokyo,Japan
JR Kyushu Hotel Blossom Shinjuku,Excellent,8.8,"5,427",306,Standard Double Room - Non-Smoking,Tokyo,Japan
Keisei Richmond Hotel Tokyo Monzennakacho,Excellent,8.8,"3,373",130,Standard Double Room - Non-Smoking,Tokyo,Japan
Meguroholic Hotel,Good,7.7,789,128,Standard Double Room - Smoking,Tokyo,Japan
Meitetsu Inn Hamamatsucho,Very Good,8.3,608,136,Standard Double Room A - Non-Smoking,Tokyo,Japan
Mitsui Garden Hotel Ginza-gochome,Very Good,8.3,"2,076",258,Standard Double Room,Tokyo,Japan
Mitsui Garden Hotel Shiodome Italia-gai - Tokyo,Very Good,8.1,"5,248",164,Moderate Double Room - Non-Smoking,Tokyo,Japan
Mitsui Garden Hotel Toyosu Premier - Tokyo,Excellent,8.9,"3,922",285,Moderate Double Room - Non-Smoking,Tokyo,Japan
Nihon Seinenkan Hotel,Wonderful,9.1,"1,087",213,Double Room with Small Double Bed,Tokyo,Japan
Premier hotel -CABIN PRESIDENT- Tokyo,Excellent,8.8,233,193,Deluxe Wide Twin Room,Tokyo,Japan
Prince Smart Inn Ebisu,Good,7.9,"1,032",188,Standard Twin Room with Complimentary Light Breakfast - Non-Smoking,Tokyo,Japan
remm plus Ginza,Very Good,8.4,"2,403",,Double Room - Non Smoking,Tokyo,Japan
remm Tokyo Kyobashi,Excellent,8.6,"3,514",,Economy Double Room - Non-Smoking,Tokyo,Japan
Richmond Hotel Premier Asakusa International,Excellent,8.7,"2,833",159,Standard Double Room - Smoking,Tokyo,Japan
Richmond Hotel Tokyo Shiba,Excellent,8.6,983,192,Standard Double Room - Non-Smoking,Tokyo,Japan
Shinagawa Prince Hotel N Tower,Good,7.9,"1,080",166,Small Double Room with Lounge Access ＆ Complimentary Light Breakfast - Non-Smoking,Tokyo,Japan
Shinagawa Tobu Hotel,Very Good,8,"4,596",148,Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Shinjuku Prince Hotel,Very Good,8.1,"5,226",223,"Standard Double Room, 2024 Renovated, Non-Smoking (15.3sqm)",Tokyo,Japan
Solaria Nishitetsu Hotel Ginza,Very Good,8.4,973,282,Double Room - Smoking,Tokyo,Japan
Sotetsu Fresa Inn Daimon,Excellent,8.6,"2,271",220,Standard Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Ginza Sanchome,Very Good,8.3,"2,319",155,Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Ginza-Nanachome,Very Good,8.3,"2,967",153,Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Nihombashi Kayabacho,Very Good,8.2,"1,978",129,Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Shimbashi-Karasumoriguchi,Good,7.9,"2,503",163,Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Tokyo Roppongi,Very Good,8.1,"2,778",129,Double Room - Non-Smoking,Tokyo,Japan
Sotetsu Fresa Inn Tokyo Tamachi,Very Good,8.3,"1,737",130,Double Room - Non-Smoking - Annex,Tokyo,Japan
Sotetsu Grand Fresa Tokyo-Bay Ariake,Very Good,8.2,"6,447",105,Standard Double Room - Non-Smoking,Tokyo,Japan
Tabist Ginza,Good,7.6,"1,638",136,Small Double Room,Tokyo,Japan
the b ginza,Very Good,8.4,"2,866",238,Double Room,Tokyo,Japan
The Gate Hotel Tokyo by Hulic,Excellent,8.8,"3,639",339,Standard Double Room - Smoking (Electronic Cigaret Only),Tokyo,Japan
THE LIVELY TOKYO AZABUJUBAN,Excellent,8.7,"1,043",340,Double Room,Tokyo,Japan
The Royal Park Hotel Ginza 6-Chome,Excellent,8.6,"1,008",341,Standard Double - Non-Smoking,Tokyo,Japan
The Royal Park Hotel Tokyo Haneda Airport Terminal 3,Very Good,8.4,"14,620",201,Double Room,Tokyo,Japan
Tokyo Bay Ariake Washington Hotel,Good,7.3,"3,854",109,Standard Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Tokyu Stay Aoyama Premier,Good,7.9,"1,686",185,Moderate Room - Non-Smoking,Tokyo,Japan
Tokyu Stay Ginza,Very Good,8.1,"3,220",298,Moderate Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Tokyu Stay Monzen-Nakacho Tokyo,Excellent,8.6,257,152,Residential Semi-Double (formerly Single B Non-Smoking),Tokyo,Japan
Tokyu Stay Shimbashi - Ginza area,Very Good,8.2,955,179,Cozy Double Room - Non-Smoking,Tokyo,Japan
Tokyu Stay Takanawa Shinagawa Area,Excellent,8.7,838,194,Moderate Double Washer/dryer - Non-Smoking,Tokyo,Japan
Tokyu Stay Tsukiji - Tokyo Ginza Area,Very Good,8.3,772,181,Residential Double Room 18㎡ - Non-Smoking,Tokyo,Japan
Tosei Hotel Cocone Kanda,Very Good,8.1,"2,742",116,Double Room with Small Double Bed - Non-Smoking,Tokyo,Japan
Tosei Hotel Cocone Tsukiji Ginza Premier,Excellent,8.7,867,167,Relax Double Room,Tokyo,Japan
Villa Fontaine Grand Haneda Airport,Excellent,8.6,"13,650",159,Moderate Queen Room - Non-Smoking (Check In 18:00-),Tokyo,Japan
YOTEL Tokyo Ginza,Very Good,8.5,111,135,Queen Room,Tokyo,Japan
1Bd Apt with Free Parking and Amazing View,Very Good,8.4,21,194,Apartment with Pool View,Miami,USA
AC Hotel Miami Wynwood,Very Good,8.5,655,,Queen Room with Two Queen Beds - Hearing Accessible,Miami,USA
Aloft Miami Airport,Good,7.7,"1,350",,"Aloft, Guest room, 2 Queen",Miami,USA
Arlo Wynwood Miami,Excellent,8.6,"1,123",283,King,Miami,USA
Atwell Suites Miami Brickell by IHG,Very Good,8.2,982,,Studio King Suite with Sofa Bed and Balcony - Non-Smoking,Miami,USA
Avi Lux Stay,Excellent,8.6,48,166,One-Bedroom Apartment,Miami,USA
Best Western Plus Miami Airport North Hotel & Suites,Very Good,8,"2,685",,King Room with Bath Tub - Disability Access/Non-Smoking,Miami,USA
Best Western Plus Miami Intl Airport Hotel & Suites Coral Gables,Good,7.8,"1,830",,King Room with Mobility Accessible Roll-In Shower - Non-Smoking,Miami,USA
Best Western Plus Miami-Doral/Dolphin Mall,Good,7.2,"5,344",124,King Suite - Non-Smoking,Miami,USA
Brickell by Miami Vacation Rentals,Very Good,8.4,64,309,Queen Studio,Miami,USA
Casa Agave By Renzzi,Very Good,8.2,289,167,Studio,Miami,USA
Chic 3 Bed Retreat Mins Brickell With Free Parking,Excellent,8.9,16,502,Apartment,Miami,USA
citizenM Miami Brickell,Excellent,8.7,"3,997",,King Room,Miami,USA
citizenM Miami Worldcenter,Excellent,8.9,"6,059",,King Room,Miami,USA
Comfort Inn & Suites Downtown Brickell-Port of Miami,Good,7.7,"4,462",,Queen Room - Non-Smoking,Miami,USA
Comfort Inn & Suites Miami International Airport,Very Good,8.2,"6,170",,Queen Room with Two Queen Beds - Non-Smoking,Miami,USA
Comfort Suites Miami Airport North,Good,7.9,"1,988",,Queen Suite with Two Queen Beds,Miami,USA
Courtyard by Marriott Miami at Dolphin Mall,Very Good,8.5,"1,790",,King Room with Sofa Bed - Hearing Accessible,Miami,USA
Days Inn by Wyndham Miami Airport North,Review score,6.2,"4,342",,Queen Room - Non-Smoking,Miami,USA
DoubleTree by Hilton Grand Hotel Biscayne Bay,Good,7.6,704,,Double Room with Garden View,Miami,USA
Downtown by Miami Vacation Rentals,Good,7.7,17,251,King Studio with Sofa Bed,Miami,USA
Downtown Miami Deluxe Apartment,Excellent,8.6,14,189,Deluxe Apartment,Miami,USA
EB Hotel Miami Airport,Wonderful,9,"1,707",,Queen Room with Two Queen Beds,Miami,USA
Elegant Miami Apartment East Little Havana / Free Parking,Good,7.7,132,99,One-Bedroom Apartment,Miami,USA
Element Miami International Airport,Very Good,8.3,861,,King Room,Miami,USA
Embassy Suites by Hilton Miami International Airport,Good,7.9,"1,545",,King Suite,Miami,USA
enVision Hotel Miami International Airport,Good,7.2,497,,Double Room - Non Smoking,Miami,USA
Eurostars Langford,Very Good,8.5,"3,442",193,Deluxe Room,Miami,USA
Extended Stay America Premier Suites - Miami - Airport - Doral - 87th Avenue South,Good,7.3,"1,040",,Studio with 1 Queen Bed - Hearing Accessible - Non-Smoking,Miami,USA
Four Points by Sheraton Miami Airport,Very Good,8.3,"1,101",,"Guest room, 2 Queen",Miami,USA
Gale Miami Hotel & Residences,Very Good,8.1,285,344,City view Studio King,Miami,USA
Hampton Inn & Suites by Hilton Miami Downtown/Brickell,Excellent,8.8,"3,728",,King Room - Non-Smoking,Miami,USA
Hampton Inn & Suites Miami Airport South/Blue Lagoon,Very Good,8.4,"1,164",,Queen Room with Two Queen Beds - Non-Smoking,Miami,USA
"Hampton Inn & Suites Miami Wynwood Design District, FL",Very Good,8.4,"2,173",,King Room - Non-Smoking,Miami,USA
Hampton Inn & Suites Miami-Doral Dolphin Mall,Very Good,8.1,"1,504",,Executive King Room with Sofa Bed - Non-Smoking,Miami,USA
Hampton Inn Miami-Coconut Grove/Coral Gables,Very Good,8.3,"2,358",,King Room - Mobility Access/Non-Smoking,Miami,USA
Hilton Garden Inn Miami Airport West,Very Good,8.4,635,,King Room,Miami,USA
Hilton Garden Inn Miami Brickell South,Good,7.7,545,,King Room with Roll-In Shower - Mobility Access,Miami,USA
Hilton Garden Inn Miami Dolphin Mall,Excellent,8.6,"5,116",,Queen Room with Two Queen Beds - Hearing Access,Miami,USA
Hilton Miami Airport Blue Lagoon,Good,7.2,"3,340",,Queen Room with Two Queen Beds - Hearing Accessible,Miami,USA
Hilton Miami Downtown,Very Good,8.2,"2,828",,Queen Room with Two Queen Beds and Roll-In Shower - Mobility Access,Miami,USA
Holiday Inn Express & Suites Miami Airport East by IHG,Very Good,8.1,"1,946",,Executive King Room - Mobility Access Tub/Non-Smoking,Miami,USA
Holiday Inn Express Miami Airport Doral Area by IHG,Very Good,8.1,"2,369",,Standard King Room,Miami,USA
Holiday Inn Express Miami Airport-Blue Lagoon Area by IHG,Very Good,8.5,"1,113",,King Suite with Shower - Communications/Mobility Accessible,Miami,USA
Holiday Inn Hotel Port of Miami-Downtown by IHG,Review score,6.2,"2,439",,Double Room with Two Double Beds - Non-Smoking,Miami,USA
Holiday Inn Miami International Airport by IHG,Good,7.7,"3,196",,Premium Queen Room with Two Queen Beds,Miami,USA
Home2 Suites By Hilton Miami Airport South Blue Lagoon,Very Good,8,186,,King Studio Suite - Non-Smoking,Miami,USA
"Home2 Suites By Hilton Miami Doral West Airport, Fl",Excellent,8.7,"1,605",,Queen Studio with Two Queen Beds - Non-Smoking,Miami,USA
Homewood Suites by Hilton Miami Dolphin Mall,Excellent,8.7,"2,171",,King Studio Suite - Non-Smoking,Miami,USA
Homewood Suites by Hilton Miami Downtown/Brickell,Very Good,8.3,703,,King Studio Suite - Hearing Access/Non-Smoking,Miami,USA
Homewood Suites Miami Airport/Blue Lagoon,Very Good,8.2,760,,King Suite - Mobility Access/Non-Smoking,Miami,USA
Hotel Arya BW Premier Collection,Good,7.8,"1,242",,King Room with City View,Miami,USA
Hotel Indigo Miami Brickell by IHG,Very Good,8,"1,077",,Premium King Room,Miami,USA
Hyatt Place Miami Airport East,Good,7.8,"2,767",,King Room with Sofa Bed and Roll-In Shower - Disability Access,Miami,USA
Hyatt Place Miami Airport-West/Doral,Very Good,8.2,"1,727",,King Room with Sofa Bed,Miami,USA
Hyde Suites Midtown Miami,Very Good,8.5,303,440,Double Room,Miami,USA
InterContinental at Doral Miami by IHG,Very Good,8.5,910,,Classic Double Room with Two Double Beds,Miami,USA
InterContinental Miami by IHG,Excellent,8.8,"1,986",,Upgraded Classic Room,Miami,USA
Kimpton EPIC Hotel by IHG,Very Good,8.4,"1,948",,Double Room with Two Double Beds and City View,Miami,USA
La Quinta by Wyndham Miami Airport West,Good,7.9,"3,863",138,Deluxe King Room,Miami,USA
Loews Coral Gables Hotel,Wonderful,9,284,,Deluxe King Room,Miami,USA
Lumiére Penthouse,Exceptional,10,8,350,Penthouse Apartment,Miami,USA
Lux Retreat By Renzzi,Very Good,8.3,69,223,Two-Bedroom Apartment with Balcony,Miami,USA
Luxury Oceanview Studio at Miami Design District,Wonderful,9.2,22,284,Studio Apartment with Sea View,Miami,USA
Miami International Airport 1,Good,7.9,521,,One-Bedroom Apartment,Miami,USA
Miami International Airport 2,Good,7.9,372,,Two-Bedroom Apartment,Miami,USA
Miami International Airport Hotel,Review score,6.9,"6,057",225,Standard Queen Room with One Queen Bed,Miami,USA
Miami Marriott Dadeland,Very Good,8,326,,"Design Guest Room, Guest room, 2 Double",Miami,USA
Mint House Miami - Downtown,Very Good,8.4,634,283,Studio,Miami,USA
Modern 2/2 with Beautiful Ocean and Brickell Views,Very Good,8.5,55,430,Two-Bedroom Apartment,Miami,USA
Modern Unit in Downtown Miami With Free Parking,Wonderful,9,36,205,Apartment,Miami,USA
Moxy Miami Wynwood,Very Good,8.2,16,,La Familia,Miami,USA
Natiivo by IONICA Residences,Excellent,8.8,26,355,Two-Bedroom Apartment,Miami,USA
Novotel Miami Brickell,Very Good,8.4,"1,429",,Superior King Room with City and Park View,Miami,USA
Private Oasis at Arya,Very Good,8.5,"1,224",179,King Room,Miami,USA
Ramada by Wyndham Miami Springs/Miami International Airport,Good,7.9,"4,698",,King Room- Non-Smoking,Miami,USA
Regency Miami Airport by Sonesta,Good,7.7,"3,197",154,Standard King Room - Disability Accessible,Miami,USA
Residences by Miami Vacation Rentals,Wonderful,9.4,10,127,Deluxe King Suite,Miami,USA
Sentral Alea Miami,Very Good,8.3,483,199,Studio,Miami,USA
Sentral Wynwood,Excellent,8.7,"1,384",145,Studio Apartment with Den in Wynwood,Miami,USA
Smart Brickell Hotel,Excellent,8.6,"1,952",,Suite Plus,Miami,USA
Sonesta Miami Airport,Good,7.6,"1,129",194,King Room - Poolside,Miami,USA
Spacious 2 Bed Unit in Brickell with Free Parking,Very Good,8.1,31,394,Apartment,Miami,USA
SpringHill Suites by Marriott Miami Airport South Blue Lagoon Area,Good,7.6,"2,552",183,Suite with Two Double Beds and Sofa Bed,Miami,USA
The 305,Excellent,8.9,49,293,Four-Bedroom House,Miami,USA
The Biscayne Hotel,Good,7.6,890,102,Standard King Room,Miami,USA
The Elser Hotel Miami - An All-Suite Hotel,Excellent,8.7,"4,345",242,Bay View Studio Suite with King Bed,Miami,USA
The Grayson Hotel Miami Downtown,Very Good,8.2,143,183,City View King,Miami,USA
The New Yorker Miami Hotel,Very Good,8,"1,269",114,Standard Queen Room,Miami,USA
The Vagabond Hotel,Excellent,8.7,322,,King Room,Miami,USA
TownePlace Suites by Marriott Miami Airport,Very Good,8.3,"1,316",,King Studio,Miami,USA
TR Miami 2 Bedroom Condo and Studio with Balcony,Excellent,8.8,163,325,Two-Bedroom Apartment,Miami,USA
Tru By Hilton Miami West Brickell,Very Good,8.5,"1,537",,King Room,Miami,USA
Trump National Doral Golf Resort,Wonderful,9.4,659,373,Deluxe Room with King Bed,Miami,USA
Urban Chic Best Location In Brickell Prkg,Wonderful,9.1,250,251,One-Bedroom Apartment,Miami,USA
Urban Escape 3 Bed Unit near Brickell and Wynwood,Wonderful,9.3,15,535,Apartment,Miami,USA
YOTELPAD Miami,Very Good,8,859,210,Studio PAD Double Queen,Miami,USA
YVE Hotel Miami,Review score,6.9,"5,091",179,Savvy King,Miami,USA
